artist,albums,tracks,bytes,in_active,active_tracks
Static_Reset,1,6,26675129,no,0
Strick,1,6,8334254,no,0
Suicide Wraith,1,6,13360198,no,0
The Bar-Kays,4,6,30263862,no,0
The Bridge City Sinners,2,6,16832438,no,0
The Criminal Minds,4,6,26765228,no,0
The Gap Band,5,6,27444379,no,0
The Muffs,3,6,15440245,no,0
The Tuts,1,6,15995121,no,0
The Twilight Saga_ New Moon,1,6,21732139,no,0
Thy Art Is Murder _ The Acacia Strain _ Fit for an Autopsy,1,6,29961241,no,0
Thy Disease,2,6,23693862,no,0
Toxinate,6,6,23541056,no,0
USHER,5,6,23047854,no,0
Ugly,1,6,33510422,no,0
VELVETEARS,4,6,12019729,no,0
Vale,1,6,31315089,no,0
Vimic,2,6,30141374,no,0
Vital feat. Shuddah,1,6,25341624,no,0
Watered,1,6,43344088,no,0
WeFunk on CKUT 90.3FM Montreal,1,6,661711084,no,0
Xlly,5,6,15591451,no,0
Yellow Eyes,1,6,43074779,no,0
ZAPRAVKA,6,6,12073057,no,0
Zanias,6,6,27953022,no,0
Zapya,5,6,23600903,no,0
Zardonic,1,6,29032660,no,0
aki,1,6,15235288,no,0
boygenius,1,6,20399695,no,0
kevin bilapka arbeláez,1,6,15202539,no,0
laika,1,6,19870440,no,0
nolongerhuman,2,6,25724495,no,0
plein de vie_,2,6,17588932,no,0
Ìsinkú,1,6,29411955,no,0
ΔXIUS LIИK,1,6,22610021,no,0
7 Year Bitch,2,5,13224091,no,0
AARA,1,5,31316185,no,0
AFX,2,5,32338738,no,0
ASHERA,3,5,16423867,no,0
"ATB, Conor Matthews, Laur",2,5,18073947,no,0
AViVA,3,5,16064902,no,0
Able,3,5,21144792,no,0
"AceMo, Fugitive",1,5,14897092,no,0
Aegri Somnia,3,5,23851320,no,0
Affliction Vector,1,5,17926294,no,0
Afourteen,3,5,9769650,no,0
Agressor Bunx,5,5,22027080,no,0
Alexandre,1,5,26517097,no,0
Alice Glass,5,5,11685481,no,0
Alice In Chains,2,5,18117263,no,0
Alsarath,2,5,28228726,no,0
Ambion,3,5,18271478,no,0
Amogh Symphony,2,5,24059721,no,0
Anup Sastry,2,5,27099793,no,0
Arid,1,5,17611107,no,0
Arms Of The Sea,1,5,15475902,no,0
"Aston, DJ Rap",3,5,22853137,no,0
Astral Path,1,5,37631779,no,0
Baader-Meinhof,2,5,16490796,no,0
Bass Traitor,1,5,38933255,no,0
Beach House,4,5,22488775,no,0
Beck,5,5,13973006,no,0
Billy Idol,4,5,22171473,no,0
Bleached,4,5,15277065,no,0
Blink,1,5,10117003,no,0
Borbetomagus & Voice Crack,1,5,36411739,no,0
Born Of Osiris,5,5,18533030,no,0
Bowling For Soup,3,5,15340536,no,0
Burning Vow,1,5,26970150,no,0
CORPSE,5,5,9240380,no,0
Caleb Hyles,5,5,14268630,no,0
Call Me Karizma,3,5,12644531,no,0
Cameo,5,5,25019734,no,0
Cascada,5,5,15825357,no,0
Catch the Sun,1,5,10932053,no,0
Ch!mes,5,5,14549664,no,0
Chained Arcana,1,5,40607648,no,0
Chase Atlantic,4,5,17033128,no,0
"Chris Lake, Bonobo, Alexis Roberts",1,5,13701153,no,0
Christina Aguilera,4,5,17871520,no,0
Cinerea,1,5,33760801,no,0
Coldfells,1,5,38249695,no,0
Cosmo Sheldrake,3,5,17399647,no,0
Cream,3,5,21762934,no,0
CreativeWaves,5,5,12220679,no,0
"Crosby, Stills & Nash, The Original Animals, Blind Faith, The Moody Blues, Canned Heat, Creedence Clearwater Revival, Jesse Colin Young, Cream, Jimi Hendrix, The Zombies",1,5,17421176,no,0
Cruxis,1,5,20961301,no,0
Cyan Haze,5,5,15206913,no,0
Cyndi Lauper,4,5,18087853,no,0
"DJ Krome, Mr Time",5,5,22753736,no,0
Dabeull,1,5,17440351,no,0
Days Spent,2,5,14970317,no,0
Delilah Bon,3,5,15158067,no,0
Delve,1,5,10544380,no,0
Dežo Ursiny,1,5,38349029,no,0
Diablerie,3,5,22538895,no,0
Dion,4,5,12598451,no,0
Diskirz,1,5,22111942,no,0
Doll Skin,2,5,16035445,no,0
Dr Namaste,5,5,6006516,no,0
Drz,2,5,11047979,no,0
Duir,1,5,33536296,no,0
Echo & The Bunnymen,3,5,16434589,no,0
Ed Sheeran,5,5,18796015,no,0
Eddie Perfect,1,5,14069154,no,0
Elita,4,5,16096883,no,0
Eloy,2,5,61807840,no,0
"Equipages de la Flotte de Toulon, Gérard Besse",1,5,14846206,no,0
Evanescence,2,5,18082184,no,0
Eve,5,5,17363666,no,0
Evensong,1,5,15039042,no,0
Exhumed _ Gruesome,1,5,18122758,no,0
FEVER 333,4,5,18963204,no,0
FISHER,4,5,16096005,no,0
Faceless Entity,1,5,37723264,no,0
Fauna,1,5,67909997,no,0
First Aid Kit,5,5,19959978,no,0
"First Blood, 枸杞",2,5,13504439,no,0
Five Finger Death Punch,5,5,16709804,no,0
Flagare,1,5,15966467,no,0
Flame Dream,1,5,48091754,no,0
Flume,4,5,18072727,no,0
Forest Noir,5,5,16371403,no,0
Frank Ocean,4,5,18343131,no,0
Frozen Drones,5,5,13921826,no,0
Furniss,3,5,21113768,no,0
G.l.o.s.s,1,5,7305544,no,0
GLM,2,5,20568140,no,0
GUNSHIP,3,5,22106500,no,0
Geno Cultshit,1,5,20897639,no,0
Gespenst,1,5,28690482,no,0
Getter,3,5,14712115,no,0
Gino,5,5,17846199,no,0
Gonemage,2,5,17503236,no,0
Gouge Away,2,5,11068467,no,0
Hacktivist,5,5,19116538,no,0
Heavenfield,2,5,23800806,no,0
Her's,2,5,20308230,no,0
Herbz,5,5,18459259,no,0
Hoity-Toity,1,5,19292568,no,0
Holger Czukay,1,5,52941803,no,0
Insane Poetry,3,5,15045543,no,0
Joep Beving,4,5,19239847,no,0
John Cale & Terry Riley,1,5,67074352,no,0
Johnny Jungle,3,5,30066191,no,0
Juice WRLD,2,5,14952959,no,0
Junie & TheHutFriends,4,5,13432930,no,0
K Motionz,5,5,20092076,no,0
KOLD,1,5,41438101,no,0
K_DA,1,5,15364073,no,0
"Kanine, Duskee",1,5,21118933,no,0
Kashif,3,5,21548341,no,0
Kings of Leon,5,5,17357510,no,0
Klimeks,5,5,19582711,no,0
Klinical,3,5,22124079,no,0
Knott,5,5,20273517,no,0
KoRn,3,5,21234283,yes,31
Krome & Time,4,5,26559196,no,0
"LE SSERAFIM, PinkPantheress, Dashaun Wesley",1,5,16152854,no,0
"Lady Gaga, Bruno Mars",4,5,19896542,no,0
"Layo & Bushwacka, Bushwacka!",1,5,32366612,no,0
Left at London,2,5,13564553,no,0
Les Motivés,1,5,27571822,no,0
Lonely Ambition,5,5,12096716,no,0
Lunar Skybox,5,5,16086989,no,0
MIKA,2,5,18056933,no,0
Mac DeMarco,3,5,18859521,no,0
Maison Dieu,1,5,19216230,no,0
Maniak,1,5,15730953,no,0
Maná,2,5,23864543,no,0
"Marshmello, Yungblud, blackbear",1,5,19693962,no,0
Marvin Gaye,5,5,17386937,no,0
Mascarpone,3,5,19995804,no,0
Matthew McCheskey,1,5,20148974,no,0
Mayhem,2,5,17114870,no,0
Meet Me @ The Altar,4,5,19123289,no,0
Melodycloud,5,5,16060180,no,0
"Mendelssohn; Wiener Philharmoniker, Christoph von Dohnányi",1,5,69585896,no,0
Mephisto Walz,3,5,17079922,no,0
Midnight Smoke,3,5,23096081,no,0
Midnight Tyrannosaurus,1,5,19247238,no,0
Mirthrandir,1,5,38804748,no,0
Modern Day Babylon,1,5,16551807,no,0
Moonspell,4,5,25973076,no,0
Motörhead,4,5,17116925,no,0
Mudvayne,4,5,16955314,no,0
Munyun,1,5,15368994,no,0
MyGrain,5,5,24909574,no,0
Mötley Crüe,4,5,17488275,no,0
NIDARE,5,5,29741266,no,0
Narzissus,2,5,39047992,no,0
Nero's Day at Disneyland,2,5,13514873,no,0
No Doubt,3,5,19438321,no,0
Noah Kahan,4,5,16708308,no,0
Nordic Winds,5,5,16608046,no,0
OLiM,1,5,31882396,no,0
OneRepublic,4,5,18687845,no,0
Orbit Culture,3,5,21717350,no,0
Otoboke Beaver,3,5,8422471,no,0
Patrice Rushen,3,5,28238930,no,0
Paul Simon,4,5,18289215,no,0
Peaches,4,5,15627793,no,0
Petrol Girls,2,5,13769767,no,0
Phace,5,5,16375757,no,0
Phuture Assasins,4,5,25215768,no,0
Planet TR,1,5,53417276,no,0
Procession of Spectres,2,5,42489705,no,0
RAZOR,2,5,16095975,no,0
REI AMI,5,5,11797585,no,0
Random Encounters,3,5,12601268,no,0
Rare Americans,4,5,13503796,no,0
Redbait,2,5,9769091,no,0
Refracta,4,5,19028737,no,0
"Reka, In The Hearts Of Emperors",1,5,26427162,no,0
Rendah,2,5,18828185,no,0
Rockabye Baby!,2,5,16226992,no,0
Rodrigo y Gabriela,2,5,25208549,no,0
Run Tings,4,5,24717803,no,0
"Röyksopp, KAREN HARDING",4,5,22882278,no,0
SHXDE,5,5,15866753,no,0
Saint Motel,4,5,17251845,no,0
Sammy Rae,1,5,23946134,no,0
Scandal,2,5,17089425,no,0
Scratch Massive,4,5,19283248,no,0
Sean & Jimbo,5,5,12084229,no,0
Selek,4,5,21669607,no,0
"Serum, voltage",2,5,22168472,no,0
Show Me A Dinosaur,3,5,36257321,no,0
"Sidewalks and Skeletons, Brothel",3,5,15936402,no,0
Silkroad,5,5,9197575,no,0
Simon & Garfunkel,5,5,18164603,no,0
Sinistral King,1,5,38831378,no,0
Sleep Repeat,5,5,17108417,no,0
Solifvgae,1,5,25121498,no,0
Soothsayer,2,5,57065248,no,0
Source Direct,4,5,28212644,no,0
Steam Powered Giraffe,3,5,19059684,no,0
Steve Hillage,1,5,50687194,no,0
Steven Universe,2,5,13268237,no,0
Sunset Chamber,5,5,15641682,no,0
Symphony X,3,5,57192533,no,0
Sól,1,5,40483922,no,0
TR_ST,2,5,22979920,no,0
Tally Hall,2,5,12889775,no,0
Tears For Fears,4,5,25481382,no,0
Terence McKenna,1,5,282409530,no,0
The Amnesias,5,5,12955011,no,0
The Black Tones,3,5,26314261,no,0
The Depressick,1,5,24683120,no,0
The Drifters,5,5,12626993,no,0
The Gits,1,5,11457203,no,0
The Happy Fits,2,5,15458973,no,0
The House Crew,2,5,28591444,no,0
The Human League,4,5,18112139,no,0
The Longest Johns,3,5,14003681,no,0
The Melodians,2,5,15369847,no,0
"The O'Neill Brothers Group, Harp",1,5,16808354,no,0
"The Pink Rabbit, Akira Yamaoka",1,5,10042925,no,0
The Raincoats,1,5,14886949,no,0
The Temptations,5,5,17585707,no,0
Therapie TAXI,3,5,16674612,no,0
Trex,4,5,21107088,no,0
Trna,4,5,76899117,no,0
Tuluum Shimmering,5,5,261632692,no,0
Tvær,1,5,38662201,no,0
Twisted Sister,3,5,17717538,no,0
Tyler The Creator,1,5,9243658,no,0
Unglued,4,5,17050600,no,0
Unru,1,5,51246703,no,0
Upgrade (UK),4,5,16636761,no,0
VIIL,1,5,27283830,no,0
VORDT,1,5,35178789,no,0
Verheerer,2,5,30983185,no,0
Vieze Asbak,4,5,12583145,no,0
Vile Creature,2,5,46589622,no,0
Void Omnia,1,5,32762999,no,0
Voiov,1,5,24790776,no,0
Vortech,1,5,16748363,no,0
"Vulvodynia, Acrania",2,5,21903465,no,0
"Vuur & Zijde, Impavida",1,5,33938735,no,0
Wandering Oak,1,5,41941010,no,0
Welk,1,5,21612718,no,0
Wingz,3,5,18610361,no,0
With the End in Mind,1,5,49839843,no,0
Words Of Farewell,3,5,21843137,no,0
Yfel,1,5,37910459,no,0
Yussi,5,5,17019554,no,0
"ZEDD, Grey",3,5,22474192,no,0
"ZEDD, Jasmine Thompson",2,5,23848013,no,0
"ZEDD, Katy Perry",2,5,23972411,no,0
Zappa _ Mothers,1,5,23815614,no,0
bow church,3,5,18352879,no,0
breezy brooks,5,5,16384013,no,0
capsule,3,5,29846656,no,0
cloudy night,5,5,12568519,no,0
elderflowers,5,5,13799236,no,0
faint echoes,5,5,12252140,no,0
grouper,2,5,16685054,no,0
osquinn,5,5,9015092,no,0
remarc,3,5,26237460,no,0
tsuki,5,5,18903518,no,0
voltage,5,5,21490378,no,0
Øfdream,2,5,18473946,no,0
에이핑크 (Apink),1,5,17025172,no,0
1000 Homo DJs,1,4,21443067,no,0
"3D, UNKLE",1,4,35569735,no,0
6ejou,4,4,18999819,no,0
A Day To Remember,2,4,14129828,no,0
AJ Gonis,2,4,16654156,no,0
AJJ,3,4,7177014,no,0
Abkehr,1,4,25300383,no,0
Aendsnigh,1,4,21291958,no,0
Ahamkara,1,4,44390347,no,0
"Akasha, Natsu, Effortless",4,4,6720277,no,0
Akiakane,1,4,10242466,no,0
Al Green,3,4,12523677,no,0
Al-Namrood,2,4,20292410,no,0
Alan Jackson,4,4,13245200,no,0
Alexandre Tharaud,3,4,15372011,no,0
Alexis Ffrench,4,4,8962701,no,0
Alghol,1,4,18498188,no,0
An Autumn for Crippled Children,3,4,18048273,no,0
Ancodynew,3,4,14383401,no,0
Andy C,3,4,18486896,no,0
Aperkos,2,4,8739844,no,0
Ashbury Heights,4,4,17023235,no,0
Astraeus,1,4,17471650,no,0
Atoma,2,4,19180243,no,0
"Atrium Carceri, Cities Last Broadcast & God Body Disconnect",1,4,21349882,no,0
Attila,2,4,11739522,no,0
Audio,4,4,16891478,no,0
"Aurelio Voltaire, Voltaire",3,4,15854688,no,0
Aurora Beach,4,4,12464002,no,0
Autoheart,2,4,13218553,no,0
BETWEEN FRIENDS,3,4,10154743,no,0
Bambi Baker,1,4,14813006,no,0
Barerra,2,4,12783562,no,0
Bea Miller,3,4,11652872,no,0
Ben Fraser; Nailbomb,1,4,29576817,no,0
Bereft,1,4,42028926,no,0
Bill Withers,4,4,12987365,no,0
Black Eyed Peas,3,4,17706606,no,0
Black Lace,3,4,13172065,no,0
Black Tongue,1,4,16504737,no,0
Bladerunner,4,4,18424022,no,0
Bloodshot Dawn,1,4,23345020,no,0
Blues Control & Laraaji,1,4,35395881,no,0
Blur,3,4,11297419,no,0
Bob Rivers Comedy Corp,1,4,9022206,no,0
Bone Nest,4,4,13227220,no,0
Bone Thugs‐n‐Harmony,3,4,14497445,no,0
Boney M_,3,4,15042941,no,0
"Borgore, Wodd",3,4,14222548,no,0
BoujeeBass TV,3,4,14574433,no,0
Brent Faiyaz,3,4,12833355,no,0
Brooke Alexx,4,4,8451899,no,0
Brutalismus 3000,3,4,20947972,no,0
Burt Cope,4,4,11758290,no,0
Bush,2,4,16048157,no,0
Busta Rhymes,4,4,14195919,no,0
Butch Baby,1,4,10248524,no,0
C418,2,4,11816577,no,0
"CLIQUES., R.A. The Rugged Man, PABLO LAZERS",1,4,18064481,no,0
Cable,4,4,17006020,no,0
Carpenter Brut,2,4,14133923,no,0
Chakra Waves,4,4,4058871,no,0
Charlie Puth,3,4,13334196,no,0
Chastity Belt,3,4,11982874,no,0
Chilly,4,4,16129862,no,0
Circus Records,1,4,15180349,no,0
Clint Ruin & Lydia Lunch,1,4,16431037,no,0
Cobra Starship,2,4,12862681,no,0
"Cocteau Twins, Harold Budd",1,4,18967873,no,0
Cold Cold Hearts,1,4,7784218,no,0
Cookin' On 3 Burners,3,4,14513896,no,0
Courtney Bowles,2,4,16103236,no,0
Creed,2,4,19313659,no,0
"Crossy, GRAY, ARIES",1,4,16078589,no,0
Crow City,4,4,13450901,no,0
Current Value,4,4,17273461,no,0
DJ Dextrous,3,4,18180635,no,0
"DJ Dextrous, Rude Boy Keith",2,4,18554621,no,0
"DJ Myosuke, Laur",2,4,13381574,no,0
"DJ RGLX, Onyx",1,4,13902742,no,0
DREAMERS,3,4,11658603,no,0
Da Force,2,4,18281670,no,0
"Daegho, NGXT",4,4,11785546,no,0
Dale Kruegler,1,4,35493585,no,0
Dandelion Wine,2,4,21564713,no,0
Daniel Shafran,1,4,69588137,no,0
Danny Breaks,2,4,25144678,no,0
Dark Age,2,4,15094856,no,0
Dark Jazz Cafe Assembly,3,4,16852631,no,0
Dead End Finland,2,4,15894027,no,0
"Dead Prez, WTF_",1,4,12521550,no,0
Deadlands,3,4,13979948,no,0
Death,3,4,14891510,no,0
Decimare,4,4,10878008,no,0
"Deekstar, Flipper",1,4,19668242,no,0
Depth Strida,4,4,9625405,no,0
Diamond Ortiz,4,4,11175161,no,0
Dirt Poor Robins,2,4,16367738,no,0
Disemballerina,2,4,24854584,no,0
Dizzee Rascal,3,4,12392619,no,0
Dj Hazard,4,4,17605537,no,0
Doinkgod,4,4,14854941,no,0
Donna Summer,4,4,23916750,no,0
Doombo,1,4,63260510,no,0
Durand Jones & The Indications,1,4,12753564,no,0
Dusty Clav,4,4,12934392,no,0
"Dysthymia, Saeva",1,4,39481874,no,0
ESA (Electronic Substance Abuse),3,4,22044223,no,0
"Earth, Wind & Fire",3,4,16630989,no,0
Eddy de Pretto,1,4,15872699,no,0
"Effortless, Murmur, Akasha",4,4,6401744,no,0
Emmett Finley,1,4,21503716,no,0
Enei,4,4,20376137,no,0
Enrique Iglesias,4,4,15374153,no,0
"Enter Shikari, Audiotree",1,4,12302402,no,0
Entities,1,4,18921379,no,0
Ethereal Tomb,1,4,13131729,no,0
Etxegiña,2,4,18913213,no,0
Fail Emotions,1,4,16819413,no,0
"Fast & Furious_ The Fast Saga, YG, The Notorious B.I.G_",2,4,9692796,no,0
"Fedd the God, Wiz Khalifa, Chevy Woods",1,4,11992088,no,0
Filmmaker,3,4,15593163,no,0
"Finn Anderson, Kirsty Findlay, Bethany Tennick",1,4,13597565,no,0
"Flesh, Peaki",1,4,16037596,no,0
Folterkammer,1,4,22375512,no,0
Forever The Sickest Kids,3,4,12896589,no,0
Frank Iero,2,4,11561464,no,0
Frank Sinatra,3,4,10196711,no,0
Franz Ferdinand,4,4,13847014,no,0
Fuel,3,4,15218464,no,0
"Fugitive, MC Spyda, Silver Fox",1,4,19965927,no,0
Funkin' Sound Team,1,4,5971241,no,0
GRAY,3,4,14527317,no,0
Genesis,4,4,17528182,no,0
George Clinton,3,4,20583470,no,0
George Harrison,4,4,17268989,no,0
Ghost and Pals,4,4,12530160,no,0
Girls Rituals,2,4,9801411,no,0
Good Charlotte,3,4,12703106,no,0
Goth,1,4,8427005,no,0
"Green Kanine, Kanine, Jimmy Green",1,4,11567158,no,0
Griffinilla,4,4,12766437,no,0
HVDES,4,4,15979811,no,0
Hands Off Gretel,2,4,11911015,no,0
Hannah Montana,4,4,11362192,no,0
Harold Budd,1,4,56053678,no,0
Harrow,1,4,40334090,no,0
Helen Bell,1,4,17313665,no,0
Hentai Boys,1,4,9909706,no,0
Herbie Hancock,1,4,47373642,no,0
Hey Violet,3,4,12341930,no,0
Hidden Agenda,2,4,22098339,no,0
Hippie Sabotage,4,4,12815641,no,0
Holy Wars,4,4,12311865,no,0
Hyper,3,4,14875692,yes,1
Iarmhairt,1,4,24188134,no,0
Identified Patient,2,4,21088302,no,0
"Idyllic, Whimsical, Komorebi",4,4,7292622,no,0
Illumine,1,4,29631649,no,0
Imperium (Wa),1,4,14558411,no,0
Incubus,2,4,14732475,no,0
Insignificant Other,1,4,11518561,no,0
Interupt,4,4,11985344,no,0
Intervals,2,4,14533542,no,0
JAMES V,4,4,14296848,no,0
Jake Winchester,1,4,87484011,no,0
Jessie J,1,4,13584398,no,0
"Jesus Piece, Malice At The Palace",1,4,11057118,no,0
Jimmy Eat World,2,4,12612288,no,0
Joni Mitchell,3,4,11971447,no,0
Jukebox The Ghost,2,4,12782124,no,0
Justin Timberlake,3,4,19465755,no,0
K.Flay,2,4,12513228,no,0
Kamandi,3,4,9535720,no,0
Kanaya,1,4,11744698,no,0
"Kevin Sherwood, James McCawley, Brian Tuey",1,4,13995477,no,0
Khatia Buniatishvili,3,4,21726957,no,0
"Killer Mike, Eryn Allen Kane",1,4,12246872,no,0
Killstation,4,4,8334678,no,0
Kimi Kärki,2,4,20412081,no,0
King Plague,4,4,12532513,no,0
King Shelter,3,4,16396980,no,0
Kishi Bashi,2,4,17406520,no,0
Kleu,4,4,16995273,no,0
Kold,1,4,36128727,no,0
"Komorebi, Shou, Idyllic",4,4,6846964,no,0
Kool & The Gang,4,4,14366843,no,0
KreepMaster,4,4,18109674,no,0
Kruzie,4,4,13811607,no,0
"LISA, Doja Cat, raye",2,4,15476193,yes,3
LMFAO,3,4,13641980,no,0
Lady Gaga & Bruno Mars,1,4,17359961,no,0
Lee Perry,2,4,13252782,no,0
Lena Raine,1,4,16270095,no,0
Leucosis,1,4,25161043,no,0
Liiek,1,4,21849204,no,0
Lillo Thomas,1,4,19389321,no,0
Lincoln,2,4,11460887,no,0
Little Mix,4,4,12452010,no,0
Lloydie Crucial,1,4,16222536,no,0
Logical Terror,3,4,14206503,no,0
Lolth,2,4,12692306,no,0
Loose Ends,3,4,20027734,no,0
Loud Lullaby,4,4,10669361,no,0
MEM__BRANE,1,4,12298350,no,0
MONSS,4,4,16141912,no,0
MORTSAFE,1,4,10132483,no,0
MOTHICA,2,4,12742728,no,0
Macky Gee,4,4,17834742,no,0
"Magenta, Junger, Baddabap",1,4,10696361,no,0
Makeup and Vanity Set,3,4,18984414,no,0
Manuel Göttsching,2,4,125380905,no,0
Master Error,3,4,15256016,no,0
Matteo Tura,4,4,16166564,no,0
Mikey James,2,4,25121659,no,0
Miracle Musical,1,4,17339545,no,0
Mizmor,1,4,53559248,no,0
Monachus,1,4,35776628,no,0
Monuments,3,4,15342538,no,0
Mr Scruff,3,4,16918993,no,0
Mr Traumatik,4,4,12334586,no,0
Muddy Waters,4,4,8586666,no,0
Muppy,4,4,8332185,no,0
Murkdweller,1,4,24735636,no,0
"Murmur, Akasha, Natsu",4,4,6903873,no,0
Mushroom,1,4,41273689,no,0
My Little Pony,4,4,8782493,no,0
My Ruin,2,4,15127349,no,0
"Natsu, Effortless, Murmur",4,4,6197260,no,0
"Nick The Lot, Amplify",1,4,15344193,no,0
Nicolas Jaar,2,4,38135483,no,0
Night Lovell,3,4,10635207,no,0
"No Rome, Charli xcx, The 1975",2,4,12416157,no,0
Noir Dnb,4,4,13860681,no,0
Nookie,2,4,17969027,no,0
"Nookie, Cloud 9",3,4,20116790,no,0
"Nookie, Cloud Nine",1,4,16655978,no,0
NotioN,4,4,10600111,no,0
OZ_ONE,1,4,17109363,no,0
Of Monsters And Men,2,4,15799347,no,0
Olhava,3,4,58539038,no,0
Orca,2,4,23039184,no,0
Original Sin,4,4,13565420,no,0
"P.T. Adamczyk, Jacek Paciorkowski",2,4,13726620,no,0
"Paul Lyman, Gare Mat K, UNKLE",1,4,135112484,no,0
Phil The Void,1,4,10200648,no,0
Pictureplane,3,4,15561703,no,0
"Pitbull, Bon Jovi",4,4,9245090,no,0
"Poison the Preacher, PsychoMosher",1,4,14726850,no,0
Prayers,3,4,13118040,no,0
Priest,2,4,13108729,no,0
R.A. The Rugged Man,4,4,16512818,no,0
R.E.M.,4,4,15899465,no,0
Ratpack,1,4,13277925,no,0
Rei Brown,4,4,10649181,no,0
Rein,3,4,12433691,no,0
Retrosoft,4,4,12811045,no,0
Returning We Hear the Larks,2,4,23786211,no,0
Rina Sawayama,4,4,12277557,no,0
Riverside Underground,4,4,8895942,no,0
Rooydad,3,4,9810583,no,0
Ry Cooder & V.M. Bhatt,1,4,48641118,no,0
"Röyksopp, pixx",3,4,23665708,no,0
SALES,2,4,10473249,no,0
SAMURAI (Refused),4,4,14108824,no,0
SATE,2,4,16647207,no,0
SHAOLIN DISCIPLE,1,4,10827957,no,0
Sam Nabi,1,4,13449004,no,0
Scartographer,1,4,16445429,no,0
Scotty Sire,2,4,11704312,no,0
"Selena Gomez, The Scene",3,4,12089445,no,0
Sequence of Discord,1,4,15007663,no,0
Shadow of Intent,4,4,23503664,no,0
Sigrid,4,4,14037809,no,0
Sky Eats Airplane,2,4,14512505,no,0
Sl2,2,4,16903855,no,0
Smash Stereo,4,4,11094801,yes,1
Snake River Conspiracy,1,4,15162421,no,0
So Below,3,4,14397691,no,0
"Soft Siren, Sidewalks and Skeletons, CASHFORGOLD",2,4,14317920,no,0
Sorry Mom,2,4,10877135,no,0
Spectral Decay,2,4,16147108,no,0
"Starkweather, Overmars",1,4,34803952,no,0
Stela Cole,4,4,11544456,no,0
"Stollgan, Wylkez, Beats by Stollgan",4,4,13528709,no,0
Subliminal Fear,1,4,17680507,no,0
Suffrajett,1,4,11843816,no,0
Sun Araw,1,4,41956623,no,0
Sunless Rise,3,4,21536903,no,0
Supertramp,4,4,15534462,no,0
Surfbort,3,4,5163080,no,0
Surra,3,4,7555583,no,0
Sustance,4,4,14377587,no,0
Sympuls-E,3,4,15049455,no,0
T95,4,4,13245065,no,0
"TERRENCE, Phillip",4,4,16203520,no,0
TNTKLZ,4,4,15897219,no,0
Taking Back Sunday,4,4,13490263,no,0
Tame Impala,2,4,15826270,no,0
Tenant,2,4,14918705,no,0
The All‐American Rejects,3,4,14503100,no,0
The Chainsmokers,4,4,13263776,no,0
The Donnas,3,4,9816271,no,0
The Egyptian Lover,3,4,19692030,no,0
The Everly Brothers,3,4,8015079,no,0
The Four Tops,3,4,9257522,no,0
The Julie Ruin,1,4,11602854,no,0
The Mamas & The Papas,4,4,10967115,no,0
The Monolith Deathcult,1,4,21860196,no,0
The Pussycat Dolls,3,4,15088892,no,0
"The Rolling Stones, Lady Gaga",2,4,23558068,no,0
The Runaways,3,4,12424881,no,0
The Scary Jokes,3,4,14196814,no,0
The Silverblack,3,4,14467649,no,0
The Slits,2,4,12689105,no,0
The Whispers,2,4,16296002,no,0
Thebes,1,4,25921938,no,0
Thick,3,4,11677067,no,0
Timmy Trumpet,4,4,13319887,no,0
"Tiësto, Charli xcx",3,4,9541794,no,0
Trippie Redd,2,4,9527762,no,0
Undead Papi,1,4,6466660,no,0
Unlike Pluto,4,4,13720713,no,0
Until I Wake,1,4,12701466,no,0
VCL,4,4,21228350,no,0
VIAL,2,4,8341519,no,0
VXraw,3,4,6708087,no,0
Vael,2,4,18009775,no,0
Varien,3,4,13146104,yes,1
Vermgod,2,4,16895855,no,0
Violent Vira,4,4,11545330,no,0
Vio‐lence,1,4,7699347,no,0
Void Me,1,4,7683158,no,0
Volbeat,3,4,17207072,no,0
Vulgarite,1,4,22679143,no,0
WWE,4,4,12293891,no,0
"Waldgeflüster, Panopticon",1,4,30033112,no,0
Walking Across Jupiter,2,4,14938714,no,0
Wax Doctor,2,4,24508942,no,0
Weathers,4,4,11579546,no,0
"Whimsical, Komorebi, Shou",4,4,6711798,no,0
White Ring,3,4,13796555,no,0
Whitney Houston,4,4,16278604,no,0
Why Don't We,3,4,12447167,no,0
Within Temptation,3,4,16759490,no,0
Wonderclouds,4,4,11679251,no,0
Wretched Empires,1,4,17095809,no,0
Wyatt E_,2,4,61725531,no,0
X,4,4,17841186,no,0
XL Middleton,2,4,16321561,no,0
Yung Gravy,4,4,8718180,no,0
ZAND,3,4,15145752,no,0
Zero,3,4,14895018,no,0
_I_ (CV: Aoi Yuki),1,4,16130551,no,0
airshade,3,4,10322160,no,0
beabadoobee,3,4,11995610,no,0
chromatic reflections,4,4,11364627,no,0
elis,4,4,11029772,no,0
ford_,1,4,12584075,no,0
fun_,2,4,16062775,no,0
haunter,1,4,12732309,no,0
informal_,4,4,13488644,no,0
kors k,1,4,16207439,no,0
kurtains,4,4,5902696,no,0
machineheart,2,4,16864872,no,0
"servfenty, Quani, Undead Papi",1,4,6257210,no,0
slen,2,4,9822664,no,0
ΚΩΣΤΑΣ ΜΑΡΚΑΚΗΣ,1,4,355299040,no,0
ゲロゲリゲゲゲ,1,4,49395951,no,0
女王蜂,1,4,16086043,no,0
'Nfernu,1,3,9074734,no,0
1 800 PAIN,2,3,7453605,no,0
3OH!3,3,3,8868143,no,0
A Great Big World,2,3,9583862,no,0
