artist,albums,tracks,bytes,in_active,active_tracks
David Guetta,8,39,122938580,no,0
Fall Out Boy,12,39,127974321,no,0
Fat Worm of Error,3,39,113242337,no,0
Green Lung,8,39,184618171,no,0
Heavn,25,39,52349116,no,0
Kid_,22,39,61190654,no,0
Klein,22,39,59736474,no,0
MAJIC,22,39,59731818,no,0
Switchblade Symphony,3,39,186178679,no,0
Wolly,25,39,51796600,no,0
Yowshi,25,39,51941932,no,0
dj BC,3,39,118313772,no,0
dulcet,22,39,58292408,no,0
Ariana Grande,6,38,121994117,no,0
Asura,5,38,274635613,no,0
Bleachers,3,38,129889042,no,0
Blossom,21,38,57211591,no,0
Cashmere,12,38,57899663,no,0
Hikaru Utada,5,38,353365939,no,0
Juuzou,9,38,58197985,no,0
Karma,3,38,177199930,no,0
Lonely Boy,24,38,49236691,no,0
Loodwig,21,38,57535499,no,0
Minor Threat,6,38,60237816,no,0
Nivla,21,38,57749963,no,0
Pablo Casals,1,38,109178502,no,0
Rascal,24,38,49543431,no,0
Snow_,21,38,57571714,no,0
Sumthin,24,38,51001080,no,0
Tashi,12,38,56633847,no,0
The Germs,2,38,89024460,no,0
The Magic Beans,3,38,432573791,no,0
Vital,22,38,151415067,no,0
WARGASM,17,38,126897782,no,0
Wells,24,38,49460226,no,0
Wire,3,38,81592231,no,0
YAKUITHEMAID,5,38,150737917,no,0
saamson,24,38,51733593,no,0
yums_,24,38,49789871,no,0
BTS,14,37,121351373,no,0
Bohren & Der Club Of Gore,10,37,291145569,no,0
Darknet,6,37,223772793,no,0
Dolly Parton & Family,1,37,211138922,no,0
Fatboy Slim,5,37,156009216,no,0
Hocico,21,37,182521024,no,0
Jon Bellion,4,37,142881877,no,0
London Funk Allstars,3,37,237793168,no,0
Motionless In White,7,37,134018675,no,0
Paul Clayton,2,37,119015087,no,0
her.story,22,37,58570994,no,0
A Day to Remember,4,36,121690021,no,0
Alizée,3,36,140796530,no,0
Conan Gray,4,36,105977096,no,0
Darkthrone,6,36,184445069,no,0
Dreams For Two,21,36,60982310,no,0
Eiji,21,36,55476568,no,0
Elevators to the Grateful Sky,3,36,243283784,no,0
Flôr,21,36,58958172,no,0
Just Johnny,21,36,54941032,no,0
Kevin Ayers,4,36,182302109,no,0
Lin-Manuel Miranda,1,36,108514093,no,0
Nothing Less,21,36,59764470,no,0
Persecutor,12,36,102827201,no,0
Softhead,21,36,54041909,no,0
Summoning,4,36,228688388,no,0
Tashan,3,36,293788224,no,0
mëow mëow,21,36,58190944,no,0
三宅優,1,36,159227905,no,0
Adeem the Artist,6,35,128789381,no,0
Against Me!,6,35,111021331,no,0
American Nightmare,4,35,139965974,no,0
Castlevania Sound Team,1,35,70496430,no,0
Finishing Move Inc_,1,35,124628581,no,0
The 1975,6,35,120572272,no,0
Tortuga,6,35,175907894,no,0
Weezer,7,35,103001675,yes,167
Black Elephant,5,34,136929901,no,0
Bong Kong,9,34,118616156,yes,26
Claude‐Michel Schönberg,1,34,106860683,no,0
Die Spitz,10,34,102078542,no,0
End It,12,34,48933373,no,0
Hunx and His Punx,3,34,149457527,no,0
Iron Butterfly,4,34,239805808,no,0
Katy Perry,11,34,116421582,no,0
Orgy,3,34,144679240,no,0
Powerflo,6,34,124374370,no,0
Rage Against The Machine,5,34,125654067,no,0
Razika,3,34,96143473,no,0
Sleep,6,34,353968692,yes,18
Sun City Girls,3,34,92654312,no,0
Thank You Scientist,3,34,196860404,no,0
The Kooks,4,34,99501190,no,0
The Zenith Passage,9,34,140996136,no,0
Van Halen,6,34,125942598,no,0
Vienna Vienna,17,34,94516891,no,0
WINTERSUN,5,34,332672559,no,0
Abyssus,7,33,110535755,no,0
Ancst,6,33,118894198,no,0
Asking Alexandria,9,33,131925695,no,0
Bratmobile,5,33,57523614,no,0
Charly Bliss,3,33,205928556,no,0
Death in June,3,33,113170658,no,0
Eight Foot Manchild,11,33,130019116,no,0
Gnome,8,33,263972426,no,0
Nick Drake,5,33,135447267,no,0
Onyx & Snowgoons,2,33,111676005,no,0
The Inner Devil,1,33,192612855,no,0
Year of the Cobra,5,33,165470104,no,0
Alec Benjamin,5,32,91090503,no,0
Archspire,11,32,126110784,no,0
Harley Poe,8,32,112858992,no,0
Iwrestledabearonce,7,32,111920757,no,0
Raised by Owls,2,32,126136859,no,0
The Plimsouls,2,32,92112506,no,0
"Blatz, Filth",1,31,123232869,no,0
Bratkilla,5,31,157590568,no,0
DJ Sabrina the Teenage DJ,1,31,135652953,no,0
Dismembered Fetus,1,31,92224026,no,0
Effortless,20,31,48159951,no,0
IDLES,5,31,103720049,no,0
Jason Isbell and the 400 Unit,3,31,235685940,no,0
Kim Boekbinder,3,31,99413324,no,0
Macklemore & Ryan Lewis,4,31,133042312,no,0
Natsu,20,31,48903375,no,0
Roxy Music,4,31,157826231,no,0
Sum 41,8,31,81136511,no,0
"fourseasns, Laur",6,31,62469598,no,0
omniboi,3,31,119253375,no,0
山根ミチル,1,31,107810596,no,0
Akasha,19,30,44153722,no,0
Black Spell,3,30,261582895,no,0
Blind Willie McTell,2,30,72506644,no,0
Cordyceps Corpse,7,30,55262362,no,0
Falls of Rauros,5,30,218765678,no,0
Hexis,3,30,99071842,no,0
KISS,5,30,140324270,no,0
Murmur,19,30,47282877,no,0
Ocean of Illusions,9,30,104754912,no,0
"Outlawz, Outlawz, Dead Prez, Dead Prez",1,30,95300475,no,0
Pimsleur,1,30,957660056,no,0
"Queen, Adam Lambert",5,30,106135333,no,0
Terence Mckenna,1,30,1963520809,no,0
The Rationals,1,30,77745555,no,0
Violet Cold,7,30,157631263,no,0
Void Singer,3,30,83128343,no,0
half•alive,2,30,98151841,no,0
Apel8,2,29,171120511,no,0
"Bathory, Quorthon",2,29,135268914,no,0
Buckethead & Viggo Mortensen,3,29,250855999,no,0
CAKE,4,29,100937279,no,0
Carsie Blanton,9,29,86488668,no,0
ColdWorld,4,29,152346085,no,0
Dawn Ray'd,5,29,112069075,no,0
"Discipline, Agnostic Front",1,29,64124039,no,0
No$hu,3,29,75873899,no,0
Owl City,4,29,107919974,no,0
Popol Vuh,4,29,198433353,no,0
Pupil Slicer,3,29,90495039,no,0
Reggie Watts,3,29,120825556,no,0
Riot Games Music Team,1,29,195573869,no,0
Shockwire,6,29,65541608,no,0
Sia,21,29,110968902,no,0
Sordide,4,29,159867104,no,0
Stevie Wonder,8,29,134277875,no,0
Third Eye Blind,2,29,120822641,no,0
Caroline Polachek,3,28,98187160,no,0
Clazziquai Project,2,28,105831030,no,0
DANCE WITH THE DEAD,3,28,271045962,yes,2
El-P,6,28,124283619,yes,55
Exuma,3,28,124672725,no,0
INHUMAN,1,28,109529105,no,0
Idyllic,18,28,45197666,no,0
John Carpenter & Alan Howarth,1,28,64396425,no,0
Komorebi,18,28,48349993,no,0
Scorbut,2,28,111582640,no,0
Shou,18,28,46184007,no,0
Steely Dan,3,28,131233120,no,0
Toby Fox,3,28,45191625,no,0
Vukari,5,28,160628425,no,0
Whimsical,18,28,44535853,no,0
Added Color,14,27,87599790,no,0
"Akira Yamaoka, Arkadiusz Reikowski",1,27,104473232,no,0
"Buckethead, Bryan “Brain” Mantia & Melissa Reese",1,27,222473345,no,0
CHINCHILLA,11,27,76915592,no,0
Depravation,3,27,92659372,no,0
Don Broco,2,27,98591912,no,0
"Faith Evans, The Notorious B.I.G_",1,27,73528069,no,0
Gnarkill,2,27,61756194,no,0
Harley D,8,27,112161629,no,0
Ice Nine Kills,6,27,95461410,no,0
Kesha,6,27,86748569,no,0
MGMT,4,27,114598875,no,0
Oliver Tree,5,27,139551858,no,0
PRESIDENT,13,27,86624140,no,0
Pissgrave,3,27,194835488,no,0
Ragana,4,27,128457542,no,0
Shroud Eater,4,27,124581223,no,0
Slowtorch,3,27,132220164,no,0
The Strokes,3,27,81030865,no,0
The Waterboys,2,27,119875692,no,0
Utada,2,27,213655525,no,0
WILLOW,4,27,83040735,no,0
A Camp,2,26,196053921,no,0
Alter Bridge,2,26,120360271,no,0
Babes In Toyland,6,26,74381017,no,0
Brian Tyler,1,26,69345386,no,0
Cavetown,10,26,90848277,no,0
Ecca Vandal,10,26,83170803,no,0
Frozen Soul,7,26,104677747,no,0
Hasan Salaam,2,26,86782187,no,0
John Powell,2,26,75412256,no,0
La Coka Nostra,2,26,189883260,no,0
"Snoop Dogg, Wiz Khalifa",2,26,96711547,no,0
"Woody Guthrie, Leadbelly",1,26,61522994,no,0
Acid Bath,2,25,119493991,no,0
Bob Marley & The Wailers,9,25,104931623,no,0
"Cypress Hill, London Symphony Orchestra",5,25,98911115,no,0
"DJ Myosuke, Joe Fight",6,25,66352704,no,0
Devics,5,25,100577601,no,0
Dr. Alimantado,2,25,77338794,no,0
Esselfortium,3,25,109322810,no,0
Formula,10,25,96547945,no,0
Fragrance,5,25,93471368,no,0
Glenn Danzig,3,25,66462377,no,0
Lee Perry & The Upsetters,2,25,76959126,no,0
Marskye,1,25,89299425,no,0
Martha Argerich,2,25,119222914,no,0
Mumford & Sons,2,25,90513500,no,0
P!nk,10,25,89730688,no,0
Penelope Scott,4,25,292003846,no,0
Prince,15,25,130199820,no,0
Quicksilver Messenger Service,3,25,142438193,no,0
Rainbow Kitten Surprise,4,25,76800608,no,0
Skinny Girl Diet,4,25,63035645,no,0
Sleater-Kinney,6,25,70322591,no,0
The Black Keys,4,25,81110456,no,0
The Velvet Underground,4,25,133903671,no,0
"Usao, Massive New Krew",3,25,80867359,no,0
Willie Nelson,4,25,92640416,no,0
Wolves In The Throne Room,7,25,203934941,no,0
alt-J,3,25,79924530,no,0
desert sand feels warm at night,7,25,199593933,no,0
girl in red,13,25,73554821,no,0
1782,3,24,234823984,no,0
Acid Mammoth,4,24,363241586,no,0
El Cuarteto de Nos,2,24,94226290,no,0
Francis Bebey,2,24,142522135,no,0
M.M.M.F.D_,4,24,81071277,no,0
Moby Grape,2,24,72801931,no,0
Paysage D'hiver,2,24,174014023,no,0
Phoebe Bridgers,2,24,84433938,no,0
Traitors Among Us,10,24,102319364,no,0
Zombie Hyperdrive,2,24,83010047,no,0
splatmusicofficial,24,24,61860399,no,0
100 gecs,3,23,52146865,no,0
Aim,3,23,140389736,no,0
Anjimile,3,23,62944581,no,0
"Avith Ortega, Akira Yamaoka",5,23,52584521,no,0
Bakar,3,23,150250060,no,0
Czeluść,5,23,78992413,no,0
Dua Lipa,4,23,75029370,no,0
Emmylou Harris & Rodney Crowell,2,23,162892135,no,0
"Filth, Splendour",5,23,155035144,no,0
Full of Hell,2,23,42396198,no,0
Great Grandpa,2,23,84229275,no,0
Haywire 617,4,23,40210322,no,0
Hole,5,23,76980615,no,0
Ignaz Friedman,1,23,125096324,no,0
Iskandr,5,23,201924471,no,0
Këkht Aräkh,2,23,66643588,no,0
L7,6,23,77063040,no,0
Lin‐Manuel Miranda,1,23,73980164,no,0
MALO,4,23,191646481,no,0
MOMENTUM,2,23,78599549,no,0
Madvillain,2,23,50600535,no,0
Mannequin Pussy,3,23,41432297,no,0
Max Romeo,2,23,90431441,no,0
Monomorte,22,23,97617049,no,0
NEU!,3,23,142495765,no,0
Olivia Rodrigo,2,23,73203584,no,0
Paul Zimmermann & Waveshaper,1,23,58512290,no,0
Slaughter to Prevail,2,23,170957825,no,0
Spectral Lore,3,23,245146903,no,0
Streetlight Manifesto,3,23,109093601,no,0
TOWA TEI,2,23,81905142,no,0
The Incredible String Band,2,23,123869530,no,0
The Warning,3,23,78186795,no,0
Thirty Seconds to Mars,4,23,94229050,no,0
Aretha Franklin with The Ray Bryant Combo,1,22,118939370,no,0
Björk,3,22,95677723,no,0
Bo Burnham,2,22,66105707,no,0
"Borgore, Tima Dee",11,22,70956285,no,0
Born Slave,6,22,92022826,no,0
Bou,8,22,79328931,no,0
Celldweller,6,22,88444526,no,0
Chvrn,10,22,74258499,no,0
Daniel Deluxe,3,22,55999660,yes,2
Grim Salvo,2,22,86307558,no,0
Harry Styles,3,22,77203307,no,0
Jo Mama,2,22,150607257,no,0
Kilo G,2,22,89166039,no,0
Neurotech,9,22,98591392,no,0
"Prof, Rahzwell",1,22,51298060,no,0
Reol,2,22,72048755,no,0
The Mechanisms,3,22,57167659,no,0
"Usao, Shandy kubota",8,22,89175391,no,0
Woe,4,22,142573325,no,0
_zoviet_france_,2,22,69532136,no,0
Acid Ghost,4,21,53129037,no,0
Alexisonfire,2,21,87105511,no,0
Antecantamentum,4,21,112018452,no,0
Chainsaw Kittens,2,21,67092487,no,0
"Coil, Elph",1,21,121649129,no,0
Gaerea,3,21,137511231,no,0
"Geto Boys, Scarface",1,21,68094116,no,0
Hailu Mergia,2,21,129850406,no,0
Lana Del Rey,7,21,124720891,no,0
Leila Josefowicz,1,21,106636609,no,0
Lil Peep,9,21,64700330,no,0
Lola Young,2,21,122024434,no,0
Maha Sohona,5,21,147270473,no,0
Rampancy,4,21,58575600,no,0
Revolting Cocks,8,21,117459538,no,0
Soft Machine,2,21,124307656,no,0
The East Pointers,2,21,81373998,no,0
Void of Sleep,3,21,222590341,no,0
Wiegedood,4,21,140257927,no,0
Yaotl Mictlan,2,21,111976424,no,0
Yellow Claw,2,21,61393680,no,0
AC_DC,7,20,81944559,no,0
Alvarius B_,3,20,54732384,no,0
Anaïs Mitchell,1,20,59387537,no,0
Backxwash,2,20,77837224,no,0
Bebopovsky And The Orkestry Podyezdov,17,20,105405769,no,0
Black Rainbows,2,20,162732254,no,0
Brainoil,3,20,147365145,no,0
Claude Debussy,3,20,86220008,no,0
Diamond Rings,2,20,169644213,no,0
Do Nothing,3,20,67756748,no,0
Doechii,2,20,52750384,no,0
Downfall Of Gaia,3,20,113002741,no,0
Dr. Octagon,1,20,64258918,no,0
Fugitive,10,20,71763082,no,0
Gong,2,20,122456954,no,0
Hante_,7,20,91899736,no,0
Hyems,3,20,118736612,no,0
Joseph Haydn,1,20,141069493,no,0
Junior Byles & The Upsetters,1,20,51797291,no,0
Lizard Queen,2,20,278288183,no,0
Louane,3,20,64888620,no,0
Martyrdöd,4,20,65620054,no,0
Nathan Furst,1,20,71767240,no,0
Necrophagist,3,20,126802934,no,0
Pedro Bromfman,1,20,47026656,no,0
Savage Grace,2,20,91733716,no,0
Simula,16,20,84453945,no,0
Sunday Cruise,4,20,59398766,no,0
Sybreed,6,20,91875714,no,0
Tempers,4,20,128931324,no,0
The Melvins,2,20,102712666,no,0
The Necromancers,5,20,122977684,no,0
たかやん,4,20,37819579,no,0
柴田直人プロジェクト,2,20,84698055,no,0
Arael,16,19,71651977,no,0
"Black Country, New Road",2,19,113259604,no,0
Brat,4,19,66037470,yes,18
Carlo Gesualdo,1,19,78264978,no,0
Coldplay,9,19,84296497,no,0
Corporate Avenger,2,19,70736500,no,0
"DJ Myosuke, Gram",4,19,55310344,no,0
Destroy Boys,6,19,45278657,no,0
Elvis Presley,12,19,45660938,no,0
Jamie xx,4,19,73207783,no,0
Jordan River Banks,1,19,51703004,no,0
Khai Dreams,15,19,42159806,no,0
"Kilo Curt, Mac Dre",1,19,61627781,no,0
"Kingspade, Kottonmouth Kings",1,19,53260684,no,0
Lady Gaga & Bradley Cooper,1,19,61315960,no,0
Les Rallizes Dénudés,2,19,206087897,no,0
Metro Boomin,1,19,66393552,no,0
Mickey Newbury,2,19,83567228,no,0
Operation Ivy,1,19,35138605,no,0
Paul Haslinger,1,19,42960445,no,0
"Philip Glass; Philip Glass Ensemble, Michael Riesman, Robert Wilson",1,19,393595425,no,0
Pure Healing Waves,19,19,24253018,no,0
Rufus Zuphall,2,19,115244832,no,0
Sankara,2,19,51508854,no,0
Shelagh McDonald,1,19,68167381,no,0
The Future Sound of London,1,19,100269368,no,0
The Moldy Peaches,1,19,46288183,no,0
ゆるふわギャング,1,19,130502705,no,0
Abyssic Hate,2,18,201879889,no,0
"Akira Yamaoka, Corentin Brasart, Alt236",1,18,54221577,no,0
Arctic Monkeys,6,18,54288580,no,0
Arturo Benedetti Michelangeli Plays Debussy,1,18,70792409,no,0
Autechre,1,18,175374418,no,0
Automatic,2,18,132175487,no,0
Benson Boone,2,18,119855830,no,0
BlackLab,2,18,88432759,no,0
Buckethead _ Travis Dickerson,3,18,285409076,no,0
Cannons,7,18,64167422,no,0
Cast Of Mamma Mia The Movie,1,18,65025265,no,0
Chief Keef & Mike WiLL Made‐It,1,18,105582612,no,0
Crack Amico,8,18,52027207,no,0
David Teie,4,18,282554866,no,0
Dirtyphonics,4,18,73882771,no,0
Donda,1,18,53755848,no,0
Dr. Dre,3,18,66922734,no,0
Dryad,2,18,47442051,no,0
Dödsrit,4,18,142965539,no,0
"Felix Mendelssohn; Steven Isserlis, Melvyn Tan",1,18,124586927,no,0
Genitorturers,3,18,69903326,no,0
Heretoir,3,18,107973704,no,0
Hulder,2,18,74024545,no,0
JPEGMAFIA,1,18,44719306,no,0
Joan Jett,7,18,51201592,no,0
Lady Gaga feat. Beyoncé,2,18,96311395,no,0
Le Tigre,5,18,48088764,no,0
Lunar Funeral,3,18,98964517,no,0
Macklemore,3,18,72003467,no,0
Magic Lady,2,18,137269012,no,0
Ministry and Co-Conspirators,2,18,72980498,no,0
Mommy Long Legs,3,18,40606706,no,0
Mordran,3,18,105707967,no,0
Mott the Hoople,2,18,94881636,no,0
NONE,4,18,125670273,no,0
Nickelback,6,18,64565376,no,0
Out of Darkness,1,18,68459157,no,0
Ov Sulfur,4,18,71901127,no,0
Pearl Jam,7,18,74484471,no,0
Phibes,16,18,58111061,no,0
R.M.F.C_,2,18,35374654,no,0
Reinhard Mey,2,18,81248274,no,0
Robert Wyatt,3,18,110745419,no,0
SKYND,14,18,88361833,no,0
Skeler,15,18,58023280,no,0
Snail’s House,2,18,59553580,no,0
Speedealer,2,18,71703995,no,0
Spike Jones & His City Slickers,1,18,49164733,no,0
Street Sweeper Social Club,2,18,77763204,no,0
Sun Worship,4,18,136995680,no,0
The Brian Jonestown Massacre,1,18,82584921,no,0
The Coathangers,5,18,46343305,no,0
The George–Edwards Group,1,18,55509891,no,0
There Is No Us,10,18,72986775,no,0
Tim Minchin,2,18,72123146,no,0
Tribe 8,3,18,47710974,no,0
Tyhjä,3,18,76374727,no,0
blackbear,4,18,52293356,no,0
ГОМК,3,18,165584849,no,0
Aksak Maboul,1,17,57491374,no,0
Alda,3,17,118499211,no,0
Ascia,3,17,168873169,no,0
Baby Opaque,2,17,44448126,no,0
Big Joanie,4,17,45110291,no,0
Billy Strings & Don Julin,1,17,85737623,no,0
Cast of Mamma Mia! The Movie,1,17,59814907,no,0
Chappell Roan,4,17,61217730,no,0
Conflict,3,17,86679450,no,0
"Dead Prez, DJ Green Lantern",2,17,50627197,no,0
Delaying the Inevitable,3,17,76613166,no,0
"Edvard Grieg, Jean Sibelius; Berliner Philharmoniker, Herbert von Karajan",1,17,96931744,no,0
Ernte,2,17,78448794,no,0
Flesh,7,17,75520688,no,0
Fratura,3,17,44132078,no,0
Freshman Biology,1,17,43274131,no,0
Future,1,17,57416326,no,0
Gorgoroth,3,17,66774442,yes,8
Haruomi Hosono,2,17,78703195,no,0
Jerry Lee Lewis,3,17,48835160,no,0
Lee “Scratch” Perry & The Upsetters,3,17,52421716,no,0
Liberteer,1,17,25391048,no,0
Love,3,17,74596142,no,0
Mona Lisa,2,17,96973518,no,0
Non Serviam,3,17,95993491,no,0
Oliver,1,17,55195760,no,0
Oneohtrix Point Never,1,17,44535866,no,0
Rita Ora,2,17,55011451,no,0
Sewerslvt,3,17,101693958,no,0
Shamayna,6,17,78305443,no,0
Smallz One,4,17,50778016,no,0
Stone Sour,8,17,60030691,no,0
The Doors,5,17,69043076,no,0
The Muslims,3,17,32177099,no,0
Toadeater,3,17,112019279,no,0
Wild's Reprisal,3,17,155498436,no,0
clipping_,3,17,74601257,no,0
nachzehrer,4,17,61382593,no,0
1986オメガトライブ,1,16,70452963,no,0
83hades,16,16,47161215,no,0
A Dark Halo,7,16,67638740,no,0
AFI,2,16,25161998,no,0
AFSKY,3,16,104299411,no,0
Alphaxone & Dronny Darko,2,16,203375942,no,0
Andromeda,1,16,71601034,no,0
Antonín Dvořák,1,16,287040445,no,0
"Antonín Dvořák; Peter Toperczer, Marián Lapšanský",1,16,74371754,no,0
Behemoth,8,16,73252780,no,0
"Ben Platt, SZA, Sam Smith",1,16,65557041,no,0
Botanist,3,16,65576085,no,0
Boy Harsher,10,16,67383298,no,0
Brothel,16,16,43942048,no,0
Exmagma,2,16,79149060,no,0
Fall Of Efrafa,3,16,164615899,no,0
Four Tet,1,16,51106783,no,0
Get Scared,4,16,52987552,no,0
In Flames,4,16,62159936,no,0
"Joaquin Phoenix, Lady Gaga, Cast of Joker_ Folie à Deux",1,16,38071592,no,0
John Cale _ Bob Neuwirth,1,16,136430489,no,0
John Carpenter,1,16,47001362,no,0
"Juicy J, Wiz Khalifa, Tm88",1,16,58925528,no,0
M-Beat,5,16,47936960,no,0
Onyx & L’uZine,1,16,57143416,no,0
Pierce The Veil,5,16,56639089,no,0
Poison the Preacher,7,16,62054312,no,0
Poppy,11,16,45432012,no,0
Seasick Gladiator,5,16,128654721,no,0
Simon Viklund,2,16,48888184,no,0
The Animals,5,16,45768443,no,0
The Dwarfs of East Agouza,4,16,214228115,no,0
The Gray Goo,2,16,193809787,no,0
Turia,3,16,117928609,no,0
Unwoman,1,16,74431312,no,0
Villain Accelerate,1,16,43348874,no,0
Vitamin String Quartet,4,16,62723920,no,0
Year One,1,16,70198057,no,0
Yo La Tengo,1,16,74729229,no,0
Yovel,2,16,78112363,no,0
Zara Larsson,2,16,50777593,no,0
“Weird Al” Yankovic & Wendy Carlos,1,16,123497313,no,0
花冷え。,4,16,56998937,no,0
ANTLERS,2,15,84690262,no,0
Agoraphobic Nosebleed _ Converge,1,15,53788608,no,0
Alphaxone & protoU,2,15,196934655,no,0
Anarchist Wolves,3,15,28967075,no,0
Annix,10,15,52430978,no,0
Ashenspire,2,15,96763379,no,0
Barenaked Ladies & The Persuasions,1,15,97892765,no,0
Bilmuri,2,15,40269326,no,0
Borbetomagus,3,15,169552335,no,0
"City Morgue, ZillaKami & SosMula",1,15,62753226,no,0
Clay K Slider,1,15,53502213,no,0
DWIG,3,15,75911244,no,0
"Dope D.O.D., Onyx",3,15,44704472,no,0
Dystopia,3,15,95020112,no,0
Een Glish,1,15,35423252,no,0
Egg,15,15,44489301,no,0
Emmylou Harris with Carl Jackson,1,15,96618192,no,0
Felix Mendelssohn; Igor Levit,1,15,88826646,no,0
Fuckface Unstoppable,2,15,74878743,no,0
Gangsta Blac & Kingpin Skinny Pimp,1,15,124666453,no,0
John Oswald,1,15,117797773,no,0
Judas Priest,4,15,62924554,no,0
"Kendrick Lamar, SZA",1,15,49209636,no,0
Lightnin' Hopkins,1,15,45185409,no,0
Lil Texas,1,15,42587120,no,0
MXMS,15,15,54876215,no,0
Nailbomb,2,15,109286552,no,0
New Years Day,3,15,49979505,no,0
Nick Cave & The Bad Seeds,5,15,80069182,no,0
Noisia,7,15,59488095,no,0
"Onyx, Snowgoons",8,15,53837817,no,0
Painface,2,15,70804916,no,0
Path to Ixtab,2,15,79738141,no,0
Princess Nokia,3,15,57485535,no,0
Qwälen,2,15,61266597,no,0
Rick James,10,15,67398924,no,0
Seeds in Barren Fields,2,15,104761546,no,0
Set It Off,5,15,45314420,no,0
Shepherds Reign,3,15,72632343,no,0
Solbrud,2,15,135261890,no,0
Teargas & Plateglass,2,15,61908627,no,0
Tom Zé,1,15,52308438,no,0
Verwoed,3,15,93007736,no,0
Ween,2,15,51095995,no,0
"Wiz Khalifa, Curren$y",1,15,46171373,no,0
"ZZT, Tiga, Zombie Nation",3,15,57963235,no,0
glass beach,1,15,61046223,no,0
宇多田ヒカル,4,15,131742017,no,0
郎朗,1,15,135968328,no,0
3 Doors Down,3,14,50986718,no,0
Aretha Franklin with the Royal Philharmonic Orchestra,1,14,99628018,no,0
Ash Ra Tempel,3,14,181474571,no,0
Ava Max,9,14,42026252,no,0
B.o.B,4,14,56317779,no,0
Bonjour Tristesse,3,14,84884246,no,0
Bruce Springsteen,6,14,61737732,no,0
Castle Rat,6,14,52732582,no,0
Childbirth,2,14,27205965,no,0
Chiodos,2,14,59385755,no,0
Circa Waves,2,14,40042867,no,0
Culture Club,2,14,60193708,no,0
DJ Shadow,2,14,48231697,no,0
DNCE,1,14,45523903,no,0
Da Captain Trips,2,14,182777002,no,0
"Dj Noriken, P_Light",1,14,63731551,no,0
Drouth,3,14,85008440,no,0
Flavia Coelho,1,14,54876723,no,0
Grinning Death's Head,1,14,35928463,no,0
"Henry Rollins, Rollins Band",1,14,56028326,no,0
"Hopsin, SwizZz",1,14,56012813,no,0
Ic3peak,7,14,39488821,no,0
Kode9 + The Spaceape,1,14,65345750,no,0
Kooks,1,14,38152490,no,0
Louis Prima,1,14,35770562,no,0
MC Abdul,9,14,32976235,no,0
MF DOOM & MF Grimm,1,14,87491756,no,0
Madison Cunningham,1,14,49526626,no,0
Mess,2,14,112509702,no,0
Mom Jeans_,2,14,38228111,no,0
Mozey,10,14,48767165,no,0
Nervosa,1,14,45486780,no,0
One Direction,5,14,45527609,no,0
Overthrust,2,14,41817478,no,0
Paul Linford,1,14,40999304,no,0
Quintron & Miss Pussycat,2,14,45473033,no,0
Razed In Black,1,14,126490810,no,0
Rex Orange County,7,14,46201742,no,0
Sabaton,4,14,51690088,no,0
Shawn Wasabi,3,14,43895044,no,0
Soul Glo,3,14,39463146,no,0
Swmrs,1,14,42642435,no,0
Sørgelig,2,14,68065210,no,0
Tabata,3,14,54607204,no,0
The Decemberists,2,14,68369546,no,0
The Warriors,2,14,31397152,no,0
Tom Grennan,1,14,91658858,no,0
Trespasser,3,14,65853899,no,0
"Triple Threat, Twiztid, Blaze Ya Dead Homie",1,14,45476171,no,0
Vampyric,3,14,52132681,no,0
Vladimir Horowitz,1,14,64236957,no,0
"Wiz Khalifa, Cardo, Sledgren",1,14,39370998,no,0
face to face,1,14,46459365,no,0
nayz,1,14,63863379,no,0
Øde Vinter,2,14,70844941,no,0
Aberdeen is Dead,1,13,44182427,no,0
"Annihilator, Stu Block, Dave Lombardo",3,13,64263659,no,0
Arcadia,1,13,41982844,no,0
"Architeuthis, Black Stag Rising",1,13,32489079,no,0
Astray We Bloom,9,13,42338502,no,0
Augustus Pablo,1,13,42880085,no,0
Billy Joel,9,13,53823252,no,0
Black Star,1,13,42118872,no,0
Bo Hansson,1,13,55976839,no,0
Boy Pablo,1,13,37768111,no,0
CRX,6,13,42843228,no,0
"Cara Neir, Wildspeaker",1,13,36560016,no,0
"Charli xcx, Troye Sivan",5,13,40558728,no,0
"Coil, Zos Kia, Ake",1,13,58872741,no,0
Country Mike & the Boys,1,13,67413337,no,0
Demi Lovato,8,13,42141393,no,0
Der Weg einer Freiheit,2,13,96622092,no,0
Dj Seduction,10,13,59487833,no,0
Djo,2,13,38079264,no,0
Dopemass,2,13,230370079,no,0
Emperor,4,13,72385292,no,0
Ewïg Frost,1,13,27317973,no,0
Giant Robot,1,13,108625066,no,0
Gladkill,10,13,50637590,no,0
Gotye,2,13,51182924,no,0
Gza,1,13,57434214,no,0
Heartlay,5,13,44640424,no,0
ICU,1,13,97917627,no,0
Illidiance,5,13,49140848,no,0
Joe Glazer,1,13,39077396,no,0
"Johnny Cash, Mike McCready",1,13,38478633,no,0
Kamaiyah,1,13,45852878,no,0
Kerry King,1,13,105223209,no,0
Kim Wilde,2,13,39313248,no,0
King Apathy,2,13,57088372,no,0
"Leila Josefowicz, John Novacek",1,13,150890534,no,0
Little Teeth,2,13,63187305,no,0
Mac Sabbath,0,13,73160104,no,0
Macy Gray & The California Jet Club,1,13,92037454,no,0
Maroon 5,4,13,44333536,no,0
Mayday Parade,2,13,51129393,no,0
Minuit Machine,6,13,58549010,no,0
