artist,albums,tracks,bytes,in_active,active_tracks
Moncreep,3,13,31624328,no,0
Montaigne,1,13,54032031,no,0
Oklou,1,13,37290576,no,0
Pulp,2,13,56078232,no,0
REOL,1,13,47577194,no,0
Roy Blair,1,13,43857212,no,0
SOFT PLAY,1,13,33912483,no,0
Scar Symmetry,6,13,55048794,no,0
Scarlxrd,9,13,34029302,no,0
"Selena Gomez, OneRepublic, Yungblud",1,13,48003006,no,0
Serpentshrine,2,13,59775091,no,0
Shlohmo,8,13,50677641,no,0
Spiritual Flower,13,13,18210091,no,0
Steppenwolf,3,13,61551558,no,0
Tantra,3,13,95617709,no,0
Taramis,1,13,57497889,no,0
TenGraphs,2,13,47397505,no,0
The Callous Daoboys,1,13,57090505,no,0
The Gerogerigegege,1,13,43353094,no,0
The Oh Hellos,1,13,42070955,no,0
The Red Hot Chili Peppers,1,13,71633386,no,0
The S.O.S Band,5,13,73200020,no,0
The Wallflowers,1,13,49307876,no,0
Thom Yorke,4,13,54076248,no,0
Torch Runner,1,13,20713592,no,0
Tumultuous Ruin,4,13,49176670,no,0
U2,11,13,54501889,no,0
UTADA HIKARU,1,13,57710529,no,0
Ultha,3,13,157851262,no,0
WANDAR,2,13,89738638,no,0
Wilco,2,13,77534540,no,0
"Wiz Khalifa, Big K.R.I.T., Girl Talk",4,13,36775231,no,0
Woman is the Earth,3,13,102474063,no,0
Wynter Myst,3,13,77109368,no,0
Zach Hill,1,13,37616301,no,0
Zapp & Roger,1,13,56850478,no,0
"efise, Akira Yamaoka",8,13,31787757,no,0
Ночные Снайперы,1,13,50005317,no,0
"5 Seconds Of Summer, Yungblud, Alexander 23",1,12,43732018,no,0
Adorable,1,12,93861055,no,0
Ahzura,5,12,22356968,no,0
Ash Borer,3,12,138869972,no,0
Atmos,6,12,44225902,no,0
Audioslave,1,12,109464397,no,0
Avril Lavigne,6,12,39655075,no,0
Baby Queen,1,12,41746246,no,0
"Bad Musician, Cave Dweller",7,12,54214925,no,0
Bobby Krlic,1,12,79612592,no,0
Body Void,3,12,119838293,no,0
Brodinski,1,12,31830218,no,0
Buckethead & Friends,1,12,86938577,no,0
Charlie Daniels,3,12,81579337,no,0
Chase & Status,4,12,22876587,no,0
Chicago Transit Authority,1,12,152880737,no,0
Christ vs. Warhol,2,12,43619882,no,0
Closterkeller,4,12,55001796,no,0
Cloudkicker,4,12,69455080,no,0
Crimson Throne,2,12,72562644,no,0
DAY6,2,12,37632828,no,0
Daegho,2,12,71553532,no,0
"Daniel Welch, Akira Yamaoka",8,12,31081123,no,0
Dead To A Dying World,2,12,112734510,no,0
Destructo Disk,1,12,34847164,no,0
Det Eviga Leendet,2,12,67113110,no,0
Devo,1,12,41141124,no,0
Diavol Strâin,5,12,45525518,no,0
Dire Straits,1,12,67395680,no,0
Don Felder,2,12,108806527,no,0
Duck Sauce,1,12,53553036,no,0
Elton John,10,12,50861839,no,0
FKA twigs,2,12,47798728,no,0
Felix Mendelssohn,1,12,154267921,no,0
Fermata,3,12,90679207,no,0
Folque,1,12,42032873,no,0
Frank Zappa,5,12,69473424,no,0
Funhouse,6,12,49238771,no,0
Gee Tee,3,12,20902871,no,0
"Girls Against Boys, The Original Harmony Ridge Creek Dippers, Akinyele, Onyx",1,12,52673494,no,0
Grimes,9,12,46442119,no,0
Ground Zero System,2,12,54500151,no,0
Gumshoes,1,12,49918925,no,0
Guns N’ Roses,5,12,48224212,no,0
Hapax,4,12,48301187,no,0
Helleruin,2,12,77770559,no,0
In Death It Ends,1,12,62671064,no,0
In Mitra Medusa Inri,4,12,53277595,no,0
JFA,1,12,32971472,no,0
Jake Blount,1,12,44880082,no,0
Jam Thieves,8,12,53292406,no,0
Jib Kidder,1,12,45610584,no,0
Joel Fausto & Illusion Orchestra,3,12,75970387,no,0
Johannes Brahms; Primrose Piano Quartet,1,12,248870508,no,0
John Lennon,2,12,46581690,no,0
Johnny Cash and the Royal Philharmonic Orchestra,1,12,80137921,no,0
"Johnny Cash, The Royal Philharmonic Orchestra",1,12,56744897,no,0
Joseph Haydn; Chilingirian Quartet,1,12,126805165,no,0
Kanonenfieber,1,12,49640070,no,0
Kvelgeyst,2,12,70227322,no,0
LORN,1,12,45996449,no,0
Latte,6,12,48941714,no,0
Lifelover,1,12,38375416,no,0
Light Bearer,2,12,130600360,no,0
Linea Aspera,4,12,45947422,no,0
MAULED,6,12,36914198,no,0
Marcos Valle & Azymuth,1,12,34930692,no,0
Marsheaux,1,12,68284100,no,0
Matthew McCheskey _ Early Attic,2,12,49795493,no,0
Melt-Banana,2,12,33870636,no,0
Miazma,2,12,41390742,no,0
Minority Sound,3,12,47880753,no,0
Monks,1,12,33402429,no,0
Myteri,1,12,35683874,no,0
Nat King Cole,1,12,72902190,no,0
Nick The Lot,8,12,46090384,no,0
Nürnberg,5,12,35798811,no,0
October Country,1,12,24368088,no,0
Ominous Hymn,1,12,41775813,no,0
"Onyx, Sticky Fingaz, Fredro Starr",1,12,45072363,no,0
PILOTPRIEST,2,12,61098904,no,0
"Parasitic Ejaculation, Party Cannon, Gorevent, Bloodscribe",1,12,42308555,no,0
Pastel Ghost,4,12,43927203,no,0
Paul Revere & the Raiders,1,12,35274901,no,0
Phaseone,4,12,43215786,no,0
Porter Robinson,2,12,51605393,no,0
Prophets of Rage,1,12,55699388,no,0
Providence,1,12,33677072,no,0
Pythagoras,1,12,40089321,no,0
ROSÉ,1,12,73733268,no,0
Racetraitor,3,12,24911673,no,0
Rings Of Saturn,1,12,49269212,no,0
Rolling Stones,3,12,55530290,no,0
Scary Bitches,5,12,43711152,no,0
Scratch Acid,1,12,57010768,no,0
Selofan,5,12,37134860,no,0
Sickheart,8,12,33699460,no,0
Simple Minds,6,12,61619023,no,0
Skantia,10,12,43238279,no,0
Skip Spence,1,12,50250252,no,0
Snakefinger,2,12,38199660,no,0
Snoop Dogg & Wiz Khalifa,1,12,48438711,no,0
Sod The Earth,2,12,49047330,no,0
Sonz Of A Loop Da Loop Era,7,12,56371855,no,0
Space Drum Meditation,1,12,100656900,no,0
Spectral Wound,2,12,69324228,no,0
"Stasevich, Onyx",1,12,29868363,no,0
Svdden Death,3,12,35515130,no,0
Sweet Ermengarde,3,12,59505373,no,0
Switchfoot,2,12,49050612,no,0
THE SWEET KILL,4,12,36427347,no,0
Teddy Hyde,1,12,40650823,no,0
The Bellwether Syndicate,3,12,43252333,no,0
The Business _ Dropkick Murphys,1,12,25909455,no,0
The Holocaust,1,12,40902157,no,0
The Last Shadow Puppets,1,12,31538791,no,0
The Living Tombstone,12,12,36949571,no,0
The Norman Haines Band,1,12,59468981,no,0
The Regrettes,4,12,31205608,no,0
The Seeds,1,12,28472062,no,0
The Smiths,10,12,46030375,no,0
Thou,2,12,78704513,no,0
Thränenkind,2,12,53289556,no,0
Tim Hecker & Daniel Lopatin,1,12,109347374,no,0
Trampled By Turtles,1,12,45879300,no,0
Trigg & Gusset,8,12,60440803,no,0
Tunde Olaniran,1,12,50432833,no,0
Twin Tribes,4,12,37831802,no,0
Utada Hikaru,1,12,108883839,no,0
"Vader, Axton Kincaid",1,12,27848422,no,0
Vision Video,4,12,38360543,no,0
Vital Spirit,2,12,49636118,no,0
"William Shatner, Ben Folds, National Symphony Orchestra & Steven Reineke",1,12,43654559,no,0
XTC,1,12,43401119,no,0
chloe moriondo,6,12,32725121,no,0
femtanyl,2,12,27658545,no,0
underscores,1,12,54638397,no,0
A Hawk and a Hacksaw,1,11,45533170,no,0
Aim & QBall & Curt Cazal,1,11,82113974,no,0
Arcane & League of Legends,1,11,37236828,no,0
Ash Code,8,11,38047498,no,0
Athletics,1,11,44346631,no,0
Awenden,2,11,77716990,no,0
Bekor Qilish,2,11,80624796,no,0
Black Veil Brides,8,11,37830245,no,0
Bokaj Retsiem,1,11,34248197,no,0
Bon Iver,2,11,36385465,no,0
Bones,3,11,18856086,no,0
Bunny Wailer,2,11,58316462,no,0
CAPSULE,2,11,58123695,no,0
Chris Thile & Brad Mehldau,1,11,136265691,no,0
Clan Of Xymox,5,11,52285870,no,0
Clarion Knell,1,11,67306111,no,0
Corduroy Heart,3,11,33736262,no,0
Cult of Luna and Julie Christmas,2,11,117487606,no,0
DJ Screw,1,11,115420358,no,0
Daddy Issues,3,11,29990893,no,0
Das Ich,6,11,57153826,no,0
David Arkenstone,1,11,58592331,no,0
Dice,1,11,50706176,no,0
Dishammer,1,11,24248217,no,0
Dizzy Fae,1,11,30777035,no,0
"Dolly Parton, Linda Ronstadt & Emmylou Harris",1,11,62380157,no,0
Dreadnaught,9,11,39760229,no,0
Duncan Laurence,2,11,36140216,no,0
"Entombed, Some Girls",1,11,40711849,no,0
Feminazgul,2,11,64622729,no,0
Finneus Gauge,1,11,69413320,no,0
Fleetwood Mac,8,11,38887630,no,0
Foul Play,5,11,50537484,no,0
Fredro Starr,1,11,245061613,no,0
Fäulnis,2,11,69274369,no,0
Genesis Owusu,1,11,37868080,no,0
Good Kid,2,11,26627753,no,0
Grace Petrie,1,11,44927822,no,0
Henry Rollins,1,11,40720476,no,0
Hotel Mira,1,11,37816883,no,0
I See Stars,2,11,38774988,no,0
Imminent Doom,2,11,23688267,no,0
Implore,1,11,29143221,no,0
J Balvin,2,11,38964267,no,0
JPhelpz,4,11,39425707,no,0
Jack Stauber's Micropop,7,11,26742534,no,0
Jackson Browne,2,11,54257131,no,0
Jah Lion,1,11,37626471,no,0
John‐Allison Weiss,1,11,40096317,no,0
Joseph Trapanese,1,11,32495235,no,0
Kaipa,2,11,54797413,no,0
Klangkuenstler,8,11,59383843,no,0
LINK,2,11,47408195,no,0
Loather,2,11,54111326,no,0
Lou Quinse,2,11,39700095,no,0
Lunachicks,4,11,31147440,no,0
"M1, Bonnot, Dead Prez",2,11,37580586,no,0
MC5,1,11,31162231,no,0
Marie “Queenie” Lyons,1,11,31383691,no,0
Marina,6,11,36705458,no,0
Mendelssohn; Eroica Quartet,1,11,147165180,no,0
Mendelssohn; William Whitehead,1,11,78604609,no,0
Michael Chapman,1,11,55320747,no,0
Molotov,1,11,41476070,no,0
Nature And Organisation,1,11,37610501,no,0
Nature Ganganbaigal,1,11,85467928,no,0
Neckbeard Deathcamp,1,11,39772171,no,0
Neung Phak,1,11,39389560,no,0
Neutral Milk Hotel,1,11,40189520,no,0
Ozone,5,11,41680757,no,0
Pessimista,4,11,80797044,no,0
"Philip Glass, Arvo Pärt, გია ყანჩელი, 梅林茂; Gidon Kremer, Kremerata Baltica",1,11,159729879,no,0
Quarteto 1111,1,11,32104722,no,0
Red Harvest,4,11,45144839,no,0
Saccage,1,11,27237584,no,0
Seduction,2,11,119364905,no,0
Skold & KMFDM,1,11,77243331,no,0
Smashing Pumpkins,3,11,42371882,no,0
Solaris,1,11,61803077,no,0
Starcrawler,4,11,32585979,no,0
Starship,2,11,50182380,no,0
Stereolab,2,11,79112483,no,0
Studio Killers,7,11,37828113,no,0
Tacocat,3,11,25180576,no,0
Terminalhead,1,11,109357185,no,0
The Auteurs,1,11,41615996,no,0
The Awakening,4,11,42194760,no,0
The Distillers,3,11,30717001,no,0
The Flying Burrito Brothers,1,11,44299505,no,0
The Interbeing,4,11,48486531,no,0
The Mr. Albert Show,1,11,61315535,no,0
Tycho,2,11,56583249,no,0
"V.M. Bhatt, Béla Fleck & Jie Bing Chen",1,11,69715180,no,0
Vazio,1,11,35215189,no,0
Wildspeaker,1,11,35597623,no,0
Woccon,1,11,53001579,no,0
Wonder Girls,1,11,36274148,no,0
Wratheon,2,11,30976056,no,0
Zamilska,4,11,43312263,no,0
"kors k, Redalice",1,11,44961337,no,0
mgk,5,11,29980278,no,0
mxmtoon,7,11,32499320,no,0
A Plague,5,10,43186248,no,0
Air,1,10,43377318,no,0
"Altrr, Akira Yamaoka",2,10,37979212,no,0
Amygdala,2,10,25647599,no,0
Andy Shauf,1,10,34505271,no,0
Archivist,3,10,63177836,no,0
Arthur Brown,1,10,42327470,no,0
Asarhaddon,3,10,92910934,no,0
Awaken Eternity,1,10,45580269,no,0
Baest,1,10,46696601,no,0
Benton Falls,1,10,38573952,no,0
Better Oblivion Community Center & Conor Oberst,1,10,34601204,no,0
"Blaze Ya Dead Homie, Bukshot",2,10,30829117,no,0
Bobby Womack,2,10,36860632,no,0
"Bongzilla, Tons",1,10,111795421,no,0
Bria Valente,1,10,88164682,no,0
Brojob,1,10,25347486,no,0
Bull of Apis Bull of Bronze,2,10,112917469,no,0
C.O.B_,1,10,43128554,no,0
Chimp Spanner,2,10,43270465,no,0
Chon,2,10,28397465,no,0
Chris Thile & Edgar Meyer,1,10,104546235,no,0
Chrome _ Damon Edge,1,10,32777935,no,0
Chthonic,1,10,38136677,no,0
D'Cruze,6,10,52414095,no,0
DJ Hype,5,10,49735545,no,0
"DJ Red Alert, Mike Slammer",8,10,47171337,no,0
Deadspace,1,10,44682132,no,0
Dennis Brown and Frankie Paul,1,10,76112925,no,0
Destructo,1,10,37318669,no,0
Donovan,1,10,41501583,no,0
EYES,1,10,23838034,no,0
"Eastside Ninjas, ABK, Blaze Ya Dead Homie, Twiztid",1,10,34486718,no,0
Energy Healer,10,10,12537249,no,0
Erlkoenig,1,10,59788069,no,0
Evelyn _Champagne_ King,7,10,46250104,no,0
Exivious,2,10,54821464,no,0
"Felix Mendelssohn, Edvard Grieg, Stephen Hough; Steven Isserlis, Stephen Hough",1,10,148739588,no,0
"Felix Mendelssohn, Ludwig van Beethoven; Wiener Oktett",1,10,147367355,no,0
Felix Mendelssohn; Escher String Quartet,1,10,143155314,no,0
Fluisteraars,4,10,89619438,no,0
Foster the People,1,10,38618035,no,0
Freddie King,1,10,38199272,no,0
Ghostofblu,8,10,20067642,no,0
Giraffage,2,10,40335048,no,0
Girls Under Glass,5,10,45965554,no,0
Greyhaven,1,10,37269571,no,0
HANABIE_,1,10,35257172,no,0
Impavida,2,10,87454601,no,0
Jerry Garcia,1,10,45906633,no,0
Jockstrap,1,10,41169226,no,0
Johnny Cash & June Carter Cash,1,10,59117275,no,0
Johnny Cash & Waylon Jennings,1,10,62439381,no,0
Jorge Ben,1,10,46507534,no,0
Junkie XL,1,10,34834528,no,0
Justine,1,10,51191026,no,0
KNASH,7,10,25655289,no,0
Kasbo,7,10,35045906,no,0
Katharine McPhee,1,10,41959904,no,0
Keith Mansfield,1,10,83703145,no,0
Kid Kapichi,4,10,29005236,no,0
King Tubby,1,10,27861888,no,0
Kormz,2,10,38901807,no,0
"Lady Gaga, OneRepublic, Lorne Balfe, Harold Faltermeyer, Hans Zimmer",1,10,32378706,no,0
Low,1,10,52419937,no,0
Ludwig van Beethoven; Sophia Agranovich,1,10,134943915,no,0
Lupe Fiasco,3,10,39877450,no,0
MACROSS 82–99,1,10,21463366,no,0
Masakari,1,10,25805955,no,0
Medusa In My Knickers,1,10,38996682,no,0
Midnight Star,4,10,54529763,no,0
Mott The Hoople,2,10,45593503,no,0
Moving Mountains,1,10,48663902,no,0
Mr. Bungle,1,10,47803699,no,0
Mutoid Man,1,10,38497410,no,0
NOFX vs. Frank Turner,1,10,59243551,no,0
Nadir,1,10,40466056,no,0
NehruvianDOOM,2,10,36147623,no,0
New Riders of The Purple Sage,1,10,47847971,no,0
Nico Moreno,8,10,51203009,no,0
No Sun Rises,2,10,82820071,no,0
Nocthun,1,10,44934168,no,0
Northwind,1,10,62410328,no,0
O.P.M.C_,1,10,35216992,no,0
"Oh! the Horror, Blaze Ya Dead Homie",1,10,20719299,no,0
Olivia Neutered John,3,10,13370729,no,0
PIG v KMFDM,1,10,91882338,no,0
Para establecer un rio,2,10,67521710,no,0
Parasite Inc_,3,10,40211398,no,0
Pat The Bunny,1,10,21956285,no,0
Peter Tosh,1,10,43699178,no,0
Prefab Sprout,1,10,49760058,no,0
Pulse,2,10,42993334,no,0
Raccoo-oo-oon,2,10,61411490,no,0
Red Apollo,1,10,53621455,no,0
"Redalice, Aran",2,10,37553637,no,0
Ricky Montgomery,1,10,33414582,no,0
Run the Jewels & El‐P,1,10,36939223,no,0
SCANDAL（Rock）,2,10,37923480,no,0
Santana,6,10,45702722,no,0
Scientist,1,10,39561597,no,0
Scrapper Blackwell,1,10,43210037,no,0
Shannon Curtis,1,10,36704526,no,0
Skating Polly,3,10,34873674,no,0
Slow Magic,1,10,41219669,no,0
Smoke Hollow,1,10,40046664,no,0
Someone's Band,1,10,43363374,no,0
Summon the Crows,1,10,23365205,no,0
The 13th Floor Elevators,1,10,38906863,no,0
The Bad Plus,1,10,49072865,no,0
The Downtown Fiction,1,10,32967773,no,0
The Orb,1,10,121705083,no,0
The Postal Service,1,10,34891104,no,0
The Yellow River Boys,2,10,31492030,no,0
Thy Light,2,10,81658954,no,0
Tiësto,6,10,35411893,no,0
Toothpuller,1,10,22987184,no,0
Traffic,1,10,46892266,no,0
VHS Dreams,1,10,32045375,no,0
Voak,1,10,31401249,no,0
Who,1,10,35636782,no,0
Will Wood,1,10,42176955,no,0
Will Wood and the Tapeworms,4,10,39276809,no,0
Wisent,1,10,92336301,no,0
Witchaven,1,10,31505270,no,0
"WoT Music Team, Akira Yamaoka",1,10,35218962,no,0
Wolven Daughter,1,10,25465790,no,0
XXYYXX,2,10,33671981,no,0
Xasthur & Leviathan,1,10,61645840,no,0
Young Culture,1,10,23083880,no,0
Zunou Keisatsu,1,10,30076164,no,0
arde,2,10,66243525,no,0
uKanDanZ,3,10,52318391,no,0
Θλίψις_Thlipsis,2,10,42458410,no,0
